0.000000, 1.000000
0.000000, 1.000000
0.000160, 1.000000
0.000319, 1.000000
0.000479, 1.000000
0.000639, 1.000000
0.000799, 1.000000
0.000958, 1.000000
0.001118, 0.999999
0.001278, 0.999999
0.001437, 0.999999
0.001597, 0.999999
0.001757, 0.999998
0.001916, 0.999998
0.002076, 0.999998
0.002236, 0.999998
0.002396, 0.999997
0.002555, 0.999997
0.002715, 0.999996
0.002875, 0.999996
0.003034, 0.999995
0.003194, 0.999995
0.003354, 0.999994
0.003513, 0.999994
0.003673, 0.999993
0.003833, 0.999993
0.003993, 0.999992
0.004152, 0.999991
0.004312, 0.999991
0.004472, 0.999990
0.004631, 0.999989
0.004791, 0.999989
0.004951, 0.999988
0.005110, 0.999987
0.005270, 0.999986
0.005430, 0.999985
0.005590, 0.999984
0.005749, 0.999983
0.005909, 0.999983
0.006069, 0.999982
0.006228, 0.999981
0.006388, 0.999980
0.006548, 0.999979
0.006707, 0.999978
0.006867, 0.999976
0.007027, 0.999975
0.007187, 0.999974
0.007346, 0.999973
0.007506, 0.999972
0.007666, 0.999971
0.007825, 0.999969
0.007985, 0.999968
0.008145, 0.999967
0.008304, 0.999966
0.008464, 0.999964
0.008624, 0.999963
0.008783, 0.999961
0.008943, 0.999960
0.009103, 0.999959
0.009263, 0.999957
0.009422, 0.999956
0.009582, 0.999954
0.009742, 0.999953
0.009901, 0.999951
0.010061, 0.999949
0.010221, 0.999948
0.010380, 0.999946
0.010540, 0.999944
0.010700, 0.999943
0.010860, 0.999941
0.011019, 0.999939
0.011179, 0.999938
0.011339, 0.999936
0.011498, 0.999934
0.011658, 0.999932
0.011818, 0.999930
0.011977, 0.999928
0.012137, 0.999926
0.012297, 0.999924
0.012456, 0.999922
0.012616, 0.999920
0.012776, 0.999918
0.012936, 0.999916
0.013095, 0.999914
0.013255, 0.999912
0.013415, 0.999910
0.013574, 0.999908
0.013734, 0.999906
0.013894, 0.999903
0.014053, 0.999901
0.014213, 0.999899
0.014373, 0.999897
0.014532, 0.999894
0.014692, 0.999892
0.014852, 0.999890
0.015011, 0.999887
0.015171, 0.999885
0.015331, 0.999882
0.015490, 0.999880
0.015650, 0.999878
0.015810, 0.999875
0.015970, 0.999872
0.016129, 0.999870
0.016289, 0.999867
0.016449, 0.999865
0.016608, 0.999862
0.016768, 0.999859
0.016928, 0.999857
0.017087, 0.999854
0.017247, 0.999851
0.017407, 0.999848
0.017566, 0.999846
0.017726, 0.999843
0.017886, 0.999840
0.018045, 0.999837
0.018205, 0.999834
0.018365, 0.999831
0.018524, 0.999828
0.018684, 0.999825
0.018844, 0.999822
0.019003, 0.999819
0.019163, 0.999816
0.019323, 0.999813
0.019482, 0.999810
0.019642, 0.999807
0.019802, 0.999804
0.019961, 0.999801
0.020121, 0.999798
0.020281, 0.999794
0.020440, 0.999791
0.020600, 0.999788
0.020760, 0.999784
0.020919, 0.999781
0.021079, 0.999778
0.021239, 0.999774
0.021398, 0.999771
0.021558, 0.999768
0.021718, 0.999764
0.021877, 0.999761
0.022037, 0.999757
0.022197, 0.999754
0.022356, 0.999750
0.022516, 0.999746
0.022676, 0.999743
0.022835, 0.999739
0.022995, 0.999736
0.023155, 0.999732
0.023314, 0.999728
0.023474, 0.999724
0.023634, 0.999721
0.023793, 0.999717
0.023953, 0.999713
0.024113, 0.999709
0.024272, 0.999705
0.024432, 0.999701
0.024592, 0.999698
0.024751, 0.999694
0.024911, 0.999690
0.025071, 0.999686
0.025230, 0.999682
0.025390, 0.999678
0.025550, 0.999674
0.025709, 0.999669
0.025869, 0.999665
0.026028, 0.999661
0.026188, 0.999657
0.026348, 0.999653
0.026507, 0.999649
0.026667, 0.999644
0.026827, 0.999640
0.026986, 0.999636
0.027146, 0.999631
0.027306, 0.999627
0.027465, 0.999623
0.027625, 0.999618
0.027785, 0.999614
0.027944, 0.999609
0.028104, 0.999605
0.028263, 0.999601
0.028423, 0.999596
0.028583, 0.999591
0.028742, 0.999587
0.028902, 0.999582
0.029062, 0.999578
0.029221, 0.999573
0.029381, 0.999568
0.029541, 0.999564
0.029700, 0.999559
0.029860, 0.999554
0.030019, 0.999549
0.030179, 0.999545
0.030339, 0.999540
0.030498, 0.999535
0.030658, 0.999530
0.030818, 0.999525
0.030977, 0.999520
0.031137, 0.999515
0.031296, 0.999510
0.031456, 0.999505
0.031616, 0.999500
0.031775, 0.999495
0.031935, 0.999490
0.032095, 0.999485
0.032254, 0.999480
0.032414, 0.999475
0.032573, 0.999469
0.032733, 0.999464
0.032893, 0.999459
0.033052, 0.999454
0.033212, 0.999448
0.033372, 0.999443
0.033531, 0.999438
0.033691, 0.999432
0.033850, 0.999427
0.034010, 0.999421
0.034170, 0.999416
0.034329, 0.999411
0.034489, 0.999405
0.034648, 0.999400
0.034808, 0.999394
0.034968, 0.999388
0.035127, 0.999383
0.035287, 0.999377
0.035446, 0.999372
0.035606, 0.999366
0.035766, 0.999360
0.035925, 0.999354
0.036085, 0.999349
0.036244, 0.999343
0.036404, 0.999337
0.036564, 0.999331
0.036723, 0.999325
0.036883, 0.999320
0.037042, 0.999314
0.037202, 0.999308
0.037362, 0.999302
0.037521, 0.999296
0.037681, 0.999290
0.037840, 0.999284
0.038000, 0.999278
0.038160, 0.999272
0.038319, 0.999266
0.038479, 0.999259
0.038638, 0.999253
0.038798, 0.999247
0.038957, 0.999241
0.039117, 0.999235
0.039277, 0.999228
0.039436, 0.999222
0.039596, 0.999216
0.039755, 0.999209
0.039915, 0.999203
0.040074, 0.999197
0.040234, 0.999190
0.040394, 0.999184
0.040553, 0.999177
0.040713, 0.999171
0.040872, 0.999164
0.041032, 0.999158
0.041191, 0.999151
0.041351, 0.999145
0.041511, 0.999138
0.041670, 0.999131
0.041830, 0.999125
0.041989, 0.999118
0.042149, 0.999111
0.042308, 0.999105
0.042468, 0.999098
0.042628, 0.999091
0.042787, 0.999084
0.042947, 0.999077
0.043106, 0.999070
0.043266, 0.999064
0.043425, 0.999057
0.043585, 0.999050
0.043744, 0.999043
0.043904, 0.999036
0.044063, 0.999029
0.044223, 0.999022
0.044383, 0.999015
0.044542, 0.999008
0.044702, 0.999000
0.044861, 0.998993
0.045021, 0.998986
0.045180, 0.998979
0.045340, 0.998972
0.045499, 0.998964
0.045659, 0.998957
0.045818, 0.998950
0.045978, 0.998942
0.046137, 0.998935
0.046297, 0.998928
0.046457, 0.998920
0.046616, 0.998913
0.046776, 0.998905
0.046935, 0.998898
0.047095, 0.998890
0.047254, 0.998883
0.047414, 0.998875
0.047573, 0.998868
0.047733, 0.998860
0.047892, 0.998853
0.048052, 0.998845
0.048211, 0.998837
0.048371, 0.998829
0.048530, 0.998822
0.048690, 0.998814
0.048849, 0.998806
0.049009, 0.998798
0.049168, 0.998791
0.049328, 0.998783
0.049487, 0.998775
0.049647, 0.998767
0.049806, 0.998759
0.049966, 0.998751
0.050125, 0.998743
0.050285, 0.998735
0.050444, 0.998727
0.050604, 0.998719
0.050763, 0.998711
0.050923, 0.998703
0.051082, 0.998694
0.051242, 0.998686
0.051401, 0.998678
0.051561, 0.998670
0.051720, 0.998662
0.051880, 0.998653
0.052039, 0.998645
0.052199, 0.998637
0.052358, 0.998628
0.052518, 0.998620
0.052677, 0.998612
0.052837, 0.998603
0.052996, 0.998595
0.053156, 0.998586
0.053315, 0.998578
0.053475, 0.998569
0.053634, 0.998561
0.053794, 0.998552
0.053953, 0.998543
0.054113, 0.998535
0.054272, 0.998526
0.054431, 0.998518
0.054591, 0.998509
0.054750, 0.998500
0.054910, 0.998491
0.055069, 0.998483
0.055229, 0.998474
0.055388, 0.998465
0.055548, 0.998456
0.055707, 0.998447
0.055867, 0.998438
0.056026, 0.998429
0.056186, 0.998420
0.056345, 0.998411
0.056504, 0.998402
0.056664, 0.998393
0.056823, 0.998384
0.056983, 0.998375
0.057142, 0.998366
0.057302, 0.998357
0.057461, 0.998348
0.057620, 0.998339
0.057780, 0.998329
0.057939, 0.998320
0.058099, 0.998311
0.058258, 0.998302
0.058418, 0.998292
0.058577, 0.998283
0.058737, 0.998274
0.058896, 0.998264
0.059055, 0.998255
0.059215, 0.998245
0.059374, 0.998236
0.059534, 0.998226
0.059693, 0.998217
0.059852, 0.998207
0.060012, 0.998198
0.060171, 0.998188
0.060331, 0.998178
0.060490, 0.998169
0.060650, 0.998159
0.060809, 0.998149
0.060968, 0.998140
0.061128, 0.998130
0.061287, 0.998120
0.061447, 0.998110
0.061606, 0.998101
0.061765, 0.998091
0.061925, 0.998081
0.062084, 0.998071
0.062244, 0.998061
0.062403, 0.998051
0.062562, 0.998041
0.062722, 0.998031
0.062881, 0.998021
0.063040, 0.998011
0.063200, 0.998001
0.063359, 0.997991
0.063519, 0.997981
0.063678, 0.997970
0.063837, 0.997960
0.063997, 0.997950
0.064156, 0.997940
0.064315, 0.997930
0.064475, 0.997919
0.064634, 0.997909
0.064794, 0.997899
0.064953, 0.997888
0.065112, 0.997878
0.065272, 0.997868
0.065431, 0.997857
0.065590, 0.997847
0.065750, 0.997836
0.065909, 0.997826
0.066068, 0.997815
0.066228, 0.997805
0.066387, 0.997794
0.066547, 0.997783
0.066706, 0.997773
0.066865, 0.997762
0.067025, 0.997751
0.067184, 0.997741
0.067343, 0.997730
0.067503, 0.997719
0.067662, 0.997708
0.067821, 0.997697
0.067981, 0.997687
0.068140, 0.997676
0.068299, 0.997665
0.068459, 0.997654
0.068618, 0.997643
0.068777, 0.997632
0.068937, 0.997621
0.069096, 0.997610
0.069255, 0.997599
0.069415, 0.997588
0.069574, 0.997577
0.069733, 0.997566
0.069892, 0.997555
0.070052, 0.997543
0.070211, 0.997532
0.070370, 0.997521
0.070530, 0.997510
0.070689, 0.997498
0.070848, 0.997487
0.071008, 0.997476
0.071167, 0.997464
0.071326, 0.997453
0.071485, 0.997442
0.071645, 0.997430
0.071804, 0.997419
0.071963, 0.997407
0.072123, 0.997396
0.072282, 0.997384
0.072441, 0.997373
0.072600, 0.997361
0.072760, 0.997349
0.072919, 0.997338
0.073078, 0.997326
